timestamp_utc,open,close
2026-08-19T13:30:00+00:00,84.44,84.39
2026-08-20T13:30:00+00:00,86.67,86.83
2026-08-21T13:30:00+00:00,86.9,87.06
2026-08-24T13:30:00+00:00,85.9,85.01
2026-08-25T13:30:00+00:00,82.4,82.36
2026-08-26T13:30:00+00:00,80.7,82.23
2026-08-27T13:30:00+00:00,82.43,83.53
2026-08-28T13:30:00+00:00,82.4,83.4
2026-08-31T13:30:00+00:00,85.51,85.76
2026-09-01T13:30:00+00:00,88.23,90.22
2026-09-02T13:30:00+00:00,89.64,91.01
2026-09-03T13:30:00+00:00,91.64,91.3
2026-09-04T13:30:00+00:00,90.11,91.48
2026-09-08T13:30:00+00:00,93.05,93.03
2026-09-09T13:30:00+00:00,95.88,96.05
2026-09-10T13:30:00+00:00,100.02,102.48
2026-09-11T13:30:00+00:00,98.72,100.05
