timestamp_utc,open,close
2026-03-04T14:30:00+00:00,65.74,66.4
2026-03-05T14:30:00+00:00,67.63,68.11
2026-03-06T14:30:00+00:00,70.3,70.23
2026-03-09T13:30:00+00:00,72.0,72.44
2026-03-10T13:30:00+00:00,69.9,70.32
2026-03-11T13:30:00+00:00,70.3,73.58
2026-03-12T13:30:00+00:00,78.0,76.88
2026-03-13T13:30:00+00:00,77.0,78.03
2026-03-16T13:30:00+00:00,76.35,76.08
2026-03-17T13:30:00+00:00,77.76,77.76
2026-03-18T13:30:00+00:00,78.6,79.24
2026-03-19T13:30:00+00:00,78.27,79.68
2026-03-20T13:30:00+00:00,79.82,79.82
2026-03-23T13:30:00+00:00,74.4,74.52
2026-03-24T13:30:00+00:00,77.0,77.89
2026-03-25T13:30:00+00:00,77.0,77.11
2026-03-26T13:30:00+00:00,78.8,78.97
2026-03-27T13:30:00+00:00,78.69,78.69
2026-03-30T13:30:00+00:00,78.3,78.19
2026-03-31T13:30:00+00:00,77.0,73.61
2026-04-01T13:30:00+00:00,72.0,72.38
2026-04-02T13:30:00+00:00,74.0,73.16
2026-04-06T13:30:00+00:00,73.74,74.87
2026-04-07T13:30:00+00:00,75.0,76.22
2026-04-08T13:30:00+00:00,73.13,75.07
2026-04-09T13:30:00+00:00,74.27,75.29
2026-04-10T13:30:00+00:00,75.0,76.15
2026-04-13T13:30:00+00:00,77.6,78.48
2026-04-14T13:30:00+00:00,77.7,76.7
2026-04-15T13:30:00+00:00,77.31,77.31
2026-04-16T13:30:00+00:00,78.0,77.57
2026-04-17T13:30:00+00:00,71.47,73.5
2026-04-20T13:30:00+00:00,75.6,75.59
2026-04-21T13:30:00+00:00,76.0,76.54
2026-04-22T13:30:00+00:00,76.96,77.7
2026-04-23T13:30:00+00:00,78.45,79.21
2026-04-24T13:30:00+00:00,78.75,78.78
2026-04-27T13:30:00+00:00,79.6,79.7
2026-04-28T13:30:00+00:00,80.0,80.43
2026-04-29T13:30:00+00:00,82.56,81.72
2026-04-30T13:30:00+00:00,82.1,82.26
2026-05-01T13:30:00+00:00,81.68,81.42
2026-05-04T13:30:00+00:00,84.58,85.94
2026-05-05T13:30:00+00:00,84.0,83.87
2026-05-06T13:30:00+00:00,80.13,78.89
2026-05-07T13:30:00+00:00,77.33,79.34
2026-05-08T13:30:00+00:00,80.74,80.95
2026-05-11T13:30:00+00:00,81.9,83.32
2026-05-12T13:30:00+00:00,85.3,85.58
2026-05-13T13:30:00+00:00,84.1,83.52
2026-05-14T13:30:00+00:00,83.01,83.23
2026-05-15T13:30:00+00:00,85.36,85.6
2026-05-18T13:30:00+00:00,85.6,87.8
2026-05-19T13:30:00+00:00,87.0,87.26
2026-05-20T13:30:00+00:00,86.38,83.69
2026-05-21T13:30:00+00:00,86.82,83.38
2026-05-22T13:30:00+00:00,84.85,83.63
2026-05-26T13:30:00+00:00,81.7,81.92
2026-05-27T13:30:00+00:00,79.84,79.59
2026-05-28T13:30:00+00:00,81.28,81.08
2026-05-29T13:30:00+00:00,80.09,79.66
2026-06-01T13:30:00+00:00,82.3,81.88
2026-06-02T13:30:00+00:00,81.9,82.62
2026-06-03T13:30:00+00:00,83.66,84.26
2026-06-04T13:30:00+00:00,81.97,82.15
2026-06-05T13:30:00+00:00,81.37,81.01
2026-06-08T13:30:00+00:00,81.93,82.96
2026-06-09T13:30:00+00:00,81.22,81.39
2026-06-10T13:30:00+00:00,82.24,82.95
2026-06-11T13:30:00+00:00,82.8,81.53
2026-06-12T13:30:00+00:00,79.48,78.63
2026-06-15T13:30:00+00:00,75.87,75.7
2026-06-16T13:30:00+00:00,74.4,73.15
2026-06-17T13:30:00+00:00,74.01,73.35
2026-06-18T13:30:00+00:00,71.8,73.3
2026-06-22T13:30:00+00:00,72.0,71.62
2026-06-23T13:30:00+00:00,71.06,71.3
2026-06-24T13:30:00+00:00,68.68,68.97
2026-06-25T13:30:00+00:00,68.86,70.52
2026-06-26T13:30:00+00:00,68.56,68.26
2026-06-29T13:30:00+00:00,69.1,69.57
2026-06-30T13:30:00+00:00,69.8,68.68
2026-07-01T13:30:00+00:00,68.3,68.29
2026-07-02T13:30:00+00:00,67.66,68.46
2026-07-06T13:30:00+00:00,68.7,68.49
2026-07-07T13:30:00+00:00,69.14,69.92
2026-07-08T13:30:00+00:00,72.45,72.2
2026-07-09T13:30:00+00:00,71.47,71.17
2026-07-10T13:30:00+00:00,71.17,70.9
2026-07-13T13:30:00+00:00,72.88,76.42
2026-07-14T13:30:00+00:00,76.45,76.35
2026-07-15T13:30:00+00:00,77.13,76.93
2026-07-16T13:30:00+00:00,77.64,76.34
2026-07-17T13:30:00+00:00,78.25,78.91
2026-07-20T13:30:00+00:00,78.24,79.28
2026-07-21T13:30:00+00:00,80.25,80.0
2026-07-22T13:30:00+00:00,80.56,80.81
2026-07-23T13:30:00+00:00,82.61,82.93
2026-07-24T13:30:00+00:00,81.79,81.73
2026-07-27T13:30:00+00:00,78.73,78.17
2026-07-28T13:30:00+00:00,76.88,75.33
2026-07-29T13:30:00+00:00,78.63,79.68
2026-07-30T13:30:00+00:00,78.0,78.19
2026-07-31T13:30:00+00:00,79.34,78.65
2026-08-03T13:30:00+00:00,75.35,75.68
2026-08-04T13:30:00+00:00,73.41,73.15
2026-08-05T13:30:00+00:00,73.31,72.94
2026-08-06T13:30:00+00:00,73.74,74.91
2026-08-07T13:30:00+00:00,74.52,75.96
2026-08-10T13:30:00+00:00,77.46,79.92
2026-08-11T13:30:00+00:00,78.87,80.31
2026-08-12T13:30:00+00:00,79.86,80.5
2026-08-13T13:30:00+00:00,78.97,79.07
2026-08-14T13:30:00+00:00,78.85,80.1
2026-08-17T13:30:00+00:00,80.44,82.41
2026-08-18T13:30:00+00:00,83.3,82.72
2026-08-19T13:30:00+00:00,82.96,82.81
2026-08-20T13:30:00+00:00,84.66,84.86
2026-08-21T13:30:00+00:00,84.98,85.16
2026-08-24T13:30:00+00:00,84.09,83.3
2026-08-25T13:30:00+00:00,80.96,80.88
2026-08-26T13:30:00+00:00,79.56,80.85
2026-08-27T13:30:00+00:00,80.93,81.97
2026-08-28T13:30:00+00:00,80.93,81.83
2026-08-31T13:30:00+00:00,83.8,84.06
2026-09-01T13:30:00+00:00,85.99,87.75
2026-09-02T13:30:00+00:00,87.21,88.28
2026-09-03T13:30:00+00:00,88.29,88.03
2026-09-04T13:30:00+00:00,87.3,88.57
2026-09-08T13:30:00+00:00,90.04,90.19
2026-09-09T13:30:00+00:00,92.63,92.87
2026-09-10T13:30:00+00:00,96.39,98.4
2026-09-11T13:30:00+00:00,94.96,95.94
