timestamp_utc,open,high,low,close,volume
2026-08-28T12:15:00Z,4610,4620.6,4609,4618,463
2026-08-28T12:30:00Z,4618.3,4619,4605.5,4608.3,601
2026-08-28T12:45:00Z,4608.7,4619,4607.1,4618.6,482
2026-08-28T13:00:00Z,4618.3,4621.8,4612.9,4615.7,596
2026-08-28T13:15:00Z,4616,4620.5,4610,4620.5,337
2026-08-28T13:30:00Z,4620.1,4624.3,4615.7,4621,444
2026-08-28T13:45:00Z,4621.5,4644.5,4608.8,4608.8,1458
2026-08-28T14:00:00Z,4624,4650,4559,4561.9,6259
2026-08-28T14:15:00Z,4561.1,4584.8,4544.8,4567.5,4082
2026-08-28T14:30:00Z,4567.8,4592.8,4567.4,4577.1,3373
2026-08-28T14:45:00Z,4577.7,4597.8,4566,4592.9,1772
2026-08-28T15:00:00Z,4595,4599.6,4573.6,4575.8,1547
2026-08-28T15:15:00Z,4575.7,4584.8,4567.5,4582.7,1588
2026-08-28T15:30:00Z,4583.3,4583.9,4550.9,4555.6,1814
2026-08-28T15:45:00Z,4555.7,4562.4,4539.3,4540.1,2214
2026-08-28T16:00:00Z,4540,4545,4512.8,4514.5,2587
2026-08-28T16:15:00Z,4514.2,4519.9,4480,4496.5,3310
2026-08-28T16:30:00Z,4497,4502.5,4481.1,4484,1751
2026-08-28T16:45:00Z,4485.1,4500.8,4485.1,4494.4,1100
2026-08-28T17:00:00Z,4495.1,4498.4,4486.8,4495.4,621
2026-08-28T17:15:00Z,4496.5,4502,4490.2,4492.9,1015
2026-08-28T17:30:00Z,4494.1,4496.9,4475.5,4481.9,970
2026-08-28T17:45:00Z,4482.1,4491.2,4481.8,4485.3,666
2026-08-28T18:00:00Z,4485.5,4487.3,4474.7,4476.1,1092
2026-08-28T18:15:00Z,4476.4,4479,4466,4470.7,1304
2026-08-28T18:30:00Z,4470.5,4473.8,4460,4465.2,961
2026-08-28T18:45:00Z,4465.6,4473.1,4463.2,4471.1,668
2026-08-28T19:00:00Z,4470.7,4477.6,4467.4,4471.4,724
2026-08-28T19:15:00Z,4472,4478.4,4469.7,4477,562
2026-08-28T19:30:00Z,4476.6,4481.7,4476.4,4479.8,653
2026-08-28T19:45:00Z,4478,4478,4467.3,4472.4,717
2026-08-28T20:00:00Z,4472.7,4477,4469.9,4472.5,315
2026-08-28T20:15:00Z,4472.9,4475.2,4468.2,4472.8,351
2026-08-28T20:30:00Z,4472.7,4472.8,4468.4,4471.4,169
2026-08-28T20:45:00Z,4471.5,4474.6,4467.6,4468.7,443
2026-08-30T22:00:00Z,4456.2,4475.7,4433,4473.7,1579
2026-08-30T22:15:00Z,4473.9,4480.5,4470.9,4473.4,663
2026-08-30T22:30:00Z,4473.3,4476.9,4466.8,4472.2,550
2026-08-30T22:45:00Z,4472,4476.6,4472,4475.6,158
2026-08-30T23:00:00Z,4475.6,4481.2,4473.9,4474.3,541
2026-08-30T23:15:00Z,4474.4,4479.4,4469.1,4471.8,547
2026-08-30T23:30:00Z,4471,4472.1,4460.6,4460.9,545
2026-08-30T23:45:00Z,4461,4474.1,4450.3,4472.2,1143
2026-08-31T00:00:00Z,4473,4477.6,4467.6,4475.9,708
2026-08-31T00:15:00Z,4476.1,4479.1,4466.1,4470.8,639
2026-08-31T00:30:00Z,4471.9,4486,4471.9,4479.3,783
2026-08-31T00:45:00Z,4479.6,4483,4470.7,4470.7,461
2026-08-31T01:00:00Z,4470.4,4477.5,4450.3,4458.6,1404
2026-08-31T01:15:00Z,4458.6,4468.2,4456.4,4458.3,834
2026-08-31T01:30:00Z,4458.2,4467.7,4451,4464.5,727
2026-08-31T01:45:00Z,4465,4466.8,4450.1,4454.3,518
2026-08-31T02:00:00Z,4454,4455.1,4432,4438.7,1656
2026-08-31T02:15:00Z,4438.7,4442.3,4432.6,4438.2,662
2026-08-31T02:30:00Z,4437.3,4439.7,4416.2,4418.2,1405
2026-08-31T02:45:00Z,4418.2,4437.3,4410.7,4437.3,1197
2026-08-31T03:00:00Z,4437.3,4443,4436,4442.7,550
2026-08-31T03:15:00Z,4443,4448.3,4440.8,4442.2,1018
2026-08-31T03:30:00Z,4442.4,4442.6,4434.7,4437.9,854
2026-08-31T03:45:00Z,4437.8,4441.8,4436.2,4436.9,401
2026-08-31T04:00:00Z,4437.5,4437.6,4431.4,4435.9,581
2026-08-31T04:15:00Z,4436,4436.1,4430.7,4430.8,286
2026-08-31T04:30:00Z,4430.6,4437,4427.8,4434.7,438
2026-08-31T04:45:00Z,4435.5,4440.1,4433.3,4439.8,377
2026-08-31T05:00:00Z,4439.7,4442.4,4434.2,4438.3,231
2026-08-31T05:15:00Z,4439.1,4455.3,4437.5,4454.9,701
2026-08-31T05:30:00Z,4455.5,4456.9,4445,4451.2,466
2026-08-31T05:45:00Z,4452.1,4458.5,4448.8,4457.3,348
2026-08-31T06:00:00Z,4457.6,4457.8,4443.8,4447,413
2026-08-31T06:15:00Z,4448.3,4454,4445.9,4450,312
2026-08-31T06:30:00Z,4450.3,4456.2,4446.2,4454.6,196
2026-08-31T06:45:00Z,4454.6,4458,4451.9,4454.7,251
2026-08-31T07:00:00Z,4455.3,4456.5,4451,4451.1,133
2026-08-31T07:15:00Z,4450.4,4463.2,4450,4458.8,361
2026-08-31T07:30:00Z,4458.6,4462.2,4456.4,4461.8,321
2026-08-31T07:45:00Z,4461.6,4462.9,4456.2,4456.2,161
2026-08-31T08:00:00Z,4458.2,4464.4,4451.8,4454,233
2026-08-31T08:15:00Z,4452.3,4456.8,4451,4456,114
2026-08-31T08:30:00Z,4455.1,4455.1,4449.8,4450.2,158
2026-08-31T08:45:00Z,4450.2,4451.8,4448.9,4450.8,84
2026-08-31T09:00:00Z,4451.2,4458,4451,4457.7,109
2026-08-31T09:15:00Z,4458.1,4459,4453,4454.8,85
2026-08-31T09:30:00Z,4454.9,4460,4454.9,4458.7,61
2026-08-31T09:45:00Z,4458.6,4460.9,4456.2,4460.9,96
2026-08-31T10:00:00Z,4460.8,4469,4460.3,4466.7,368
2026-08-31T10:15:00Z,4466.9,4467.4,4461.7,4463.7,108
2026-08-31T10:30:00Z,4464.3,4467.4,4463.6,4466.9,127
2026-08-31T10:45:00Z,4466.6,4471.4,4465.6,4469.4,195
2026-08-31T11:00:00Z,4468.9,4472.6,4468.8,4469,147
2026-08-31T11:15:00Z,4469,4479.3,4468,4478.6,541
2026-08-31T11:30:00Z,4479.3,4479.5,4468.9,4470.8,496
2026-08-31T11:45:00Z,4470.5,4471.8,4468.2,4471.4,244
2026-08-31T12:00:00Z,4471.3,4476.2,4465.4,4473,461
2026-08-31T12:15:00Z,4473.3,4473.8,4463,4463.1,391
2026-08-31T12:30:00Z,4463.2,4465.5,4455,4456.6,516
2026-08-31T12:45:00Z,4456.3,4457.7,4451.6,4451.6,435
2026-08-31T13:00:00Z,4451,4462.9,4449.7,4461.2,546
2026-08-31T13:15:00Z,4462.9,4464.4,4455.2,4460.7,384
2026-08-31T13:30:00Z,4462.1,4462.4,4448,4450,807
2026-08-31T13:45:00Z,4449.6,4449.6,4431.8,4434.3,1254
2026-08-31T14:00:00Z,4434.6,4443.8,4432.5,4443,759
2026-08-31T14:15:00Z,4443.1,4446.6,4432.1,4436.3,587
2026-08-31T14:30:00Z,4435,4452.4,4435,4448.1,716
2026-08-31T14:45:00Z,4448.5,4451.5,4441.1,4446.6,543
2026-08-31T15:00:00Z,4447,4453.4,4443,4450.4,575
2026-08-31T15:15:00Z,4451.7,4453.1,4444,4447.8,466
2026-08-31T15:30:00Z,4448,4449.3,4441.2,4442.4,397
2026-08-31T15:45:00Z,4442.2,4448.6,4439.4,4440.8,367
2026-08-31T16:00:00Z,4440.8,4452.4,4438.2,4449.6,530
2026-08-31T16:15:00Z,4450.2,4453.7,4448.3,4453.6,229
2026-08-31T16:30:00Z,4453.5,4455.8,4446.4,4450.3,389
2026-08-31T16:45:00Z,4450.3,4452.4,4447.1,4448.2,176
2026-08-31T17:00:00Z,4448,4449.7,4445.4,4448.7,196
2026-08-31T17:15:00Z,4448,4451.1,4443.4,4445.1,285
2026-08-31T17:30:00Z,4445.2,4451.3,4444.5,4450.7,250
2026-08-31T17:45:00Z,4451.1,4454.8,4450.1,4451.2,317
2026-08-31T18:00:00Z,4451.4,4451.4,4444.9,4446.8,147
2026-08-31T18:15:00Z,4448.6,4449.1,4444.2,4446.4,100
2026-08-31T18:30:00Z,4444.1,4444.8,4441,4443.6,231
2026-08-31T18:45:00Z,4444.1,4449.3,4443.7,4445.2,133
2026-08-31T19:00:00Z,4445.7,4449.8,4443.4,4448.4,158
2026-08-31T19:15:00Z,4448.1,4456.7,4447.3,4455.2,262
2026-08-31T19:30:00Z,4455.9,4459.9,4454.3,4457.6,460
2026-08-31T19:45:00Z,4457.3,4467.7,4456.2,4467.1,536
2026-08-31T20:00:00Z,4467.5,4470.3,4464.1,4464.5,448
2026-08-31T20:15:00Z,4464.6,4464.6,4461.1,4461.7,159
2026-08-31T20:30:00Z,4461.9,4463.9,4461.1,4462.8,107
2026-08-31T20:45:00Z,4462.8,4463.9,4461.2,4462.8,177
2026-08-31T22:00:00Z,4462,4469.8,4460.8,4465.8,424
2026-08-31T22:15:00Z,4465.8,4466,4461.6,4464,233
2026-08-31T22:30:00Z,4465,4465.1,4460.8,4461.5,119
2026-08-31T22:45:00Z,4461.8,4462.1,4459.1,4461.3,237
2026-08-31T23:00:00Z,4460.7,4460.7,4457.2,4457.5,131
2026-08-31T23:15:00Z,4457.5,4458.1,4455.3,4456.9,189
2026-08-31T23:30:00Z,4456.8,4461.8,4456.8,4459.5,171
2026-08-31T23:45:00Z,4459.5,4466.6,4459.5,4466.3,310
2026-09-01T00:00:00Z,4466.7,4474.1,4460.4,4469,691
2026-09-01T00:15:00Z,4468.8,4475.7,4466.5,4474.7,546
2026-09-01T00:30:00Z,4475.2,4475.4,4466,4467.3,431
2026-09-01T00:45:00Z,4467.2,4475.8,4464.8,4468.2,573
2026-09-01T01:00:00Z,4468.3,4471.3,4459.5,4459.8,670
2026-09-01T01:15:00Z,4460.5,4462.3,4451.8,4453.8,534
2026-09-01T01:30:00Z,4454.1,4460.1,4450.6,4459.8,579
2026-09-01T01:45:00Z,4460,4460.8,4453.3,4458,359
2026-09-01T02:00:00Z,4458,4463.3,4455.5,4459.4,420
2026-09-01T02:15:00Z,4459.2,4462.1,4454.5,4455.8,176
2026-09-01T02:30:00Z,4454.4,4454.5,4445.5,4446.4,554
2026-09-01T02:45:00Z,4446,4458,4442.4,4457.7,471
2026-09-01T03:00:00Z,4459,4459,4452.8,4454.3,138
2026-09-01T03:15:00Z,4454.7,4454.7,4446.4,4448.7,292
2026-09-01T03:30:00Z,4448.8,4453.2,4448,4453.2,119
2026-09-01T03:45:00Z,4453.4,4457.6,4451.2,4451.2,218
2026-09-01T04:00:00Z,4451.8,4452.2,4444.2,4445,336
2026-09-01T04:15:00Z,4445.1,4447.2,4443.8,4443.9,148
2026-09-01T04:30:00Z,4443.8,4444.4,4440.3,4441.6,177
2026-09-01T04:45:00Z,4441,4443.8,4439.2,4441,212
2026-09-01T05:00:00Z,4441,4446.6,4440.4,4443.3,206
2026-09-01T05:15:00Z,4443.7,4444.3,4439.4,4441.6,122
2026-09-01T05:30:00Z,4440,4457.5,4437.6,4456.8,554
2026-09-01T05:45:00Z,4457,4460.3,4453.7,4454.1,323
2026-09-01T06:00:00Z,4454.1,4454.1,4445.6,4447,355
2026-09-01T06:15:00Z,4446.8,4449.1,4441.6,4442.9,324
2026-09-01T06:30:00Z,4443.2,4448.8,4442.2,4447.7,189
2026-09-01T06:45:00Z,4449.1,4449.4,4442.4,4443.9,160
2026-09-01T07:00:00Z,4444.8,4449.1,4443.4,4446.7,136
2026-09-01T07:15:00Z,4447.5,4447.5,4440,4440,206
2026-09-01T07:30:00Z,4439.4,4442.5,4426.4,4432.4,630
2026-09-01T07:45:00Z,4432.4,4437.2,4431.4,4434.2,168
2026-09-01T08:00:00Z,4433.1,4433.1,4404,4420,1743
2026-09-01T08:15:00Z,4419.9,4420.3,4396.6,4397.8,1010
2026-09-01T08:30:00Z,4397.8,4397.8,4384.6,4390,1301
2026-09-01T08:45:00Z,4390,4392.9,4383.7,4384.5,770
2026-09-01T09:00:00Z,4385,4390.5,4381,4390.5,627
2026-09-01T09:15:00Z,4389.5,4392.6,4385,4386.9,437
2026-09-01T09:30:00Z,4386.5,4386.5,4379.6,4386.5,586
2026-09-01T09:45:00Z,4386.2,4388.2,4378.7,4379.8,396
2026-09-01T10:00:00Z,4379.3,4396.5,4379.3,4392.5,627
2026-09-01T10:15:00Z,4392.9,4400,4392.9,4398.8,390
2026-09-01T10:30:00Z,4399.2,4400.9,4396.1,4396.2,233
2026-09-01T10:45:00Z,4395.9,4395.9,4389.4,4393,277
2026-09-01T11:00:00Z,4392.5,4397.6,4390.6,4391.3,281
2026-09-01T11:15:00Z,4391.2,4396.4,4388.8,4395.3,296
2026-09-01T11:30:00Z,4395.5,4399.4,4393.7,4398.8,266
2026-09-01T11:45:00Z,4398.8,4401.6,4386.4,4389.2,520
2026-09-01T12:00:00Z,4388.7,4388.7,4381.5,4385.4,670
2026-09-01T12:15:00Z,4386.2,4390.9,4380.4,4382.9,582
2026-09-01T12:30:00Z,4382.5,4383.6,4366.4,4379.2,1508
2026-09-01T12:45:00Z,4379.1,4384,4370.5,4371,720
2026-09-01T13:00:00Z,4370.4,4371.9,4340.2,4344,3293
2026-09-01T13:15:00Z,4344.1,4358.8,4340.9,4357.2,1695
2026-09-01T13:30:00Z,4357.8,4376.3,4355.7,4376.1,2045
2026-09-01T13:45:00Z,4375.4,4382.6,4368.1,4380.7,1197
2026-09-01T14:00:00Z,4381.1,4385.9,4367.3,4384.7,1472
